geneID	DGRP.177	SP.159N
FBgn0000008	221	170
FBgn0000014	85	70
FBgn0000015	105	123
FBgn0000017	148	164
FBgn0000018	102	105
FBgn0000024	372	299
FBgn0000028	129	2
FBgn0000032	239	228
FBgn0000036	174	191
FBgn0000037	90	88
FBgn0000038	561	591
FBgn0000039	82	95
FBgn0000042	3405	19
FBgn0000043	705	775
FBgn0000044	2820	3142
FBgn0000045	1174	1257
FBgn0000046	2044	2041
FBgn0000047	352	308
FBgn0000052	1070	843
FBgn0000053	890	1419
FBgn0000057	347	285
FBgn0000063	59	77
FBgn0000064	9859	8348
FBgn0000077	134	0
FBgn0000078	10429	7711
FBgn0000079	29365	12794
FBgn0000083	1600	1204
FBgn0000084	848	9
FBgn0000094	5061	4059
FBgn0000097	243	191
FBgn0000108	1585	12
FBgn0000109	90	85
FBgn0000114	3414	3648
FBgn0000115	317	262
FBgn0000116	17963	9298
FBgn0000117	987	5
FBgn0000119	360	486
FBgn0000120	4416	4068
FBgn0000121	8177	8206
FBgn0000139	167	112
FBgn0000140	475	367
FBgn0000146	50	66
FBgn0000147	252	311
FBgn0000152	111	0
FBgn0000153	509	514
FBgn0000157	31	25
FBgn0000163	863	3
FBgn0000173	1337	15
FBgn0000179	95	2
FBgn0000180	31	26
FBgn0000181	335	364
FBgn0000183	526	497
FBgn0000206	124	130
FBgn0000212	390	328
FBgn0000221	128	1
FBgn0000228	309	322
FBgn0000229	396	351
FBgn0000239	132	137
FBgn0000241	60	49
FBgn0000244	88	58
FBgn0000247	523	532
FBgn0000250	747	677
FBgn0000251	286	329
FBgn0000253	5105	5164
FBgn0000256	2916	3414
FBgn0000257	269	2
FBgn0000259	555	14
FBgn0000261	4312	4368
FBgn0000273	1492	1792
FBgn0000274	493	536
FBgn0000276	266	317
FBgn0000286	326	310
FBgn0000287	161	302
FBgn0000289	468	402
FBgn0000299	637	587
FBgn0000303	97	116
FBgn0000307	198	220
FBgn0000308	450	509
FBgn0000316	104	1
FBgn0000317	478	442
FBgn0000318	411	515
FBgn0000319	2875	27
FBgn0000320	147	130
FBgn0000326	257	252
FBgn0000330	326	2
FBgn0000339	106	128
FBgn0000346	1553	10
FBgn0000352	98	103
FBgn0000355	36	54
FBgn0000370	1170	1123
FBgn0000376	215	2
FBgn0000377	191	1
FBgn0000382	1187	9
FBgn0000384	30	44
FBgn0000394	157	1
FBgn0000395	79	93
FBgn0000404	443	431
FBgn0000405	358	408
FBgn0000406	2782	2981
FBgn0000411	81	61
FBgn0000412	606	594
FBgn0000414	405	318
FBgn0000416	4335	4286
FBgn0000422	481	519
FBgn0000447	857	831
FBgn0000448	57	53
FBgn0000451	81	79
FBgn0000454	1436	1363
FBgn0000455	394	523
FBgn0000459	204	0
FBgn0000463	132	96
FBgn0000464	21	14
FBgn0000473	7456	12171
FBgn0000477	529	620
FBgn0000479	4147	57
FBgn0000482	294	1
FBgn0000489	641	1315
FBgn0000490	176	162
FBgn0000492	138	107
FBgn0000499	711	2
FBgn0000504	159	179
FBgn0000520	146	0
FBgn0000524	128	7
FBgn0000527	227	229
FBgn0000533	24	12
FBgn0000535	306	2
FBgn0000536	1556	5
FBgn0000541	67	72
FBgn0000542	199	1
FBgn0000543	233	293
FBgn0000546	96	95
FBgn0000547	500	536
FBgn0000557	497	570
FBgn0000559	22	82
FBgn0000562	669	632
FBgn0000565	653	529
FBgn0000566	1290	803
FBgn0000567	164	133
FBgn0000568	858	809
FBgn0000575	522	568
FBgn0000577	43	86
FBgn0000578	322	304
FBgn0000579	6881	7554
FBgn0000581	472	483
FBgn0000588	56	57
FBgn0000592	13173	12123
FBgn0000611	772	3
FBgn0000615	2832	2625
FBgn0000617	230	0
FBgn0000625	55	51
FBgn0000629	266	319
FBgn0000633	148	146
FBgn0000635	1189	7
FBgn0000636	273	257
FBgn0000658	21	30
FBgn0000659	310	390
FBgn0000662	212	192
FBgn0000667	2828	16
FBgn0000709	518	2
FBgn0000711	901	6
FBgn0000715	83	66
FBgn0000719	490	3
FBgn0000721	1614	1768
FBgn0000723	372	356
FBgn0000810	110	2
FBgn0000996	33	67
FBgn0001075	67	70
FBgn0001078	44	41
FBgn0001079	123	1
FBgn0001083	205	2
FBgn0001084	40	33
FBgn0001085	37	48
FBgn0001086	237	252
FBgn0001087	609	8
FBgn0001089	292	290
FBgn0001090	1114	8
FBgn0001091	5374	5415
FBgn0001092	3002	13
FBgn0001098	4301	3457
FBgn0001104	351	319
FBgn0001105	1376	12
FBgn0001108	607	794
FBgn0001112	510	528
FBgn0001114	1476	1642
FBgn0001122	522	530
FBgn0001123	125	97
FBgn0001124	4793	4044
FBgn0001125	3647	3038
FBgn0001128	5113	4687
FBgn0001133	201	231
FBgn0001134	35	26
FBgn0001137	52	51
FBgn0001139	548	492
FBgn0001142	541	282
FBgn0001145	11245	69
FBgn0001147	18	15
FBgn0001149	5928	5460
FBgn0001168	578	572
FBgn0001169	180	165
FBgn0001179	131	143
FBgn0001180	38	22
FBgn0001185	42	58
FBgn0001186	3140	13
FBgn0001187	1824	1917
FBgn0001189	155	0
FBgn0001197	508	372
FBgn0001202	163	180
FBgn0001206	93	1
FBgn0001208	1236	1489
FBgn0001215	1079	1137
FBgn0001216	1797	1521
FBgn0001217	775	739
FBgn0001218	10697	102
FBgn0001220	3012	3003
FBgn0001222	463	422
FBgn0001224	445	478
FBgn0001225	1569	1596
FBgn0001226	262	261
FBgn0001228	67	15
FBgn0001229	33	17
FBgn0001230	576	630
FBgn0001233	2753	2707
FBgn0001234	574	584
FBgn0001235	630	692
FBgn0001247	321	289
FBgn0001248	4937	5032
FBgn0001250	1738	14
FBgn0001257	715	728
FBgn0001258	204	187
FBgn0001259	15	15
FBgn0001263	936	910
FBgn0001269	36	52
FBgn0001280	658	652
FBgn0001281	738	781
FBgn0001285	672	2
FBgn0001291	206	237
FBgn0001296	206	205
FBgn0001297	1470	1343
FBgn0001301	394	426
FBgn0001308	619	646
FBgn0001316	877	743
FBgn0001323	38	32
FBgn0001324	228	181
FBgn0001330	132	0
FBgn0001341	125	0
FBgn0001404	1402	12
FBgn0001491	253	2
FBgn0001565	1086	10
FBgn0001612	271	1
FBgn0001624	2497	13
FBgn0001941	739	707
FBgn0001942	6433	6537
FBgn0001961	497	480
FBgn0001965	165	177
FBgn0001977	286	266
FBgn0001978	694	773
FBgn0001981	98	66
FBgn0001986	229	227
FBgn0001987	283	298
FBgn0001989	1445	1295
FBgn0001990	126	103
FBgn0001991	1174	1091
FBgn0001992	34	63
FBgn0001994	444	493
FBgn0001995	260	247
FBgn0002021	161	141
FBgn0002022	410	376
FBgn0002023	104	116
FBgn0002031	1108	1205
FBgn0002036	946	905
FBgn0002044	191	148
FBgn0002069	160	183
FBgn0002121	151	130
FBgn0002174	1195	985
FBgn0002183	452	446
FBgn0002283	69	54
FBgn0002284	317	225
FBgn0002306	96	121
FBgn0002354	108	98
FBgn0002413	599	648
FBgn0002431	61	63
FBgn0002441	491	568
FBgn0002466	95	110
FBgn0002522	13	24
FBgn0002524	292	315
FBgn0002525	507	500
FBgn0002526	182	166
FBgn0002542	56	50
FBgn0002543	29	30
FBgn0002552	24	43
FBgn0002563	1799	540
FBgn0002565	1842	2015
FBgn0002566	210	184
FBgn0002567	355	470
FBgn0002569	385	508
FBgn0002570	11214	14939
FBgn0002571	414	663
FBgn0002573	23	22
FBgn0002576	38	0
FBgn0002577	37	1
FBgn0002578	144	139
FBgn0002579	5064	35
FBgn0002590	8087	29
FBgn0002593	9210	8901
FBgn0002622	3216	3294
FBgn0002638	298	464
FBgn0002641	574	3
FBgn0002643	340	404
FBgn0002645	133	114
FBgn0002673	368	398
FBgn0002707	71	0
FBgn0002715	456	452
FBgn0002719	3340	3835
