geneID	DGRP.177	SP.159N
FBgn0000008	32	42
FBgn0000017	25	25
FBgn0000032	331	265
FBgn0000042	2519	2197
FBgn0000043	157	178
FBgn0000044	65	72
FBgn0000052	512	222
FBgn0000053	284	339
FBgn0000057	103	67
FBgn0000064	197	255
FBgn0000079	350	158
FBgn0000083	717	242
FBgn0000084	404	231
FBgn0000097	58	35
FBgn0000109	24	22
FBgn0000114	3658	4944
FBgn0000115	272	745
FBgn0000116	1078	430
FBgn0000117	1369	1149
FBgn0000119	33	35
FBgn0000139	44	72
FBgn0000163	212	176
FBgn0000173	417	441
FBgn0000181	29	70
FBgn0000183	191	255
FBgn0000212	56	54
FBgn0000221	326	429
FBgn0000228	65	52
FBgn0000229	43	35
FBgn0000239	58	62
FBgn0000247	25	18
FBgn0000250	122	144
FBgn0000253	884	863
FBgn0000256	76	55
FBgn0000257	425	705
FBgn0000259	213	233
FBgn0000261	167	149
FBgn0000273	162	223
FBgn0000286	89	148
FBgn0000289	71	75
FBgn0000299	34	51
FBgn0000307	144	135
FBgn0000308	28	38
FBgn0000316	57	63
FBgn0000317	67	89
FBgn0000318	770	1440
FBgn0000319	483	446
FBgn0000320	47	42
FBgn0000326	37	38
FBgn0000330	443	295
FBgn0000339	719	776
FBgn0000352	68	88
FBgn0000370	579	368
FBgn0000376	86	70
FBgn0000377	143	149
FBgn0000382	87	61
FBgn0000384	83	87
FBgn0000404	1692	1860
FBgn0000406	28	31
FBgn0000412	625	561
FBgn0000414	52	52
FBgn0000416	193	143
FBgn0000447	354	314
FBgn0000454	1593	1484
FBgn0000455	828	643
FBgn0000463	223	213
FBgn0000473	102	101
FBgn0000479	196	221
FBgn0000482	34	27
FBgn0000489	24	44
FBgn0000499	417	339
FBgn0000524	63	78
FBgn0000536	31	42
FBgn0000543	217	133
FBgn0000547	203	259
FBgn0000562	323	218
FBgn0000565	130	70
FBgn0000566	305	489
FBgn0000568	63	77
FBgn0000575	217	220
FBgn0000578	146	143
FBgn0000579	10463	7530
FBgn0000581	111	94
FBgn0000588	76	87
FBgn0000611	242	180
FBgn0000617	307	188
FBgn0000629	156	101
FBgn0000636	125	142
FBgn0000662	147	117
FBgn0000667	116	151
FBgn0000709	113	88
FBgn0000711	70	69
FBgn0000719	144	145
FBgn0000721	270	300
FBgn0000996	134	127
FBgn0001079	98	81
FBgn0001084	166	151
FBgn0001087	337	213
FBgn0001091	1236	1209
FBgn0001092	935	533
FBgn0001098	173	208
FBgn0001104	371	675
FBgn0001105	612	955
FBgn0001108	259	319
FBgn0001122	45	40
FBgn0001124	564	650
FBgn0001125	1938	1336
FBgn0001128	235	182
FBgn0001133	821	178
FBgn0001139	541	558
FBgn0001142	1774	1084
FBgn0001149	23389	31847
FBgn0001169	88	79
FBgn0001179	41	47
FBgn0001186	169	215
FBgn0001187	41	42
FBgn0001197	718	647
FBgn0001202	92	90
FBgn0001215	204	208
FBgn0001218	466	595
FBgn0001220	424	576
FBgn0001222	531	511
FBgn0001224	2169	270
FBgn0001225	65281	97219
FBgn0001226	1244	1265
FBgn0001233	900	1139
FBgn0001234	151	119
FBgn0001248	311	384
FBgn0001257	44	45
FBgn0001280	290	284
FBgn0001291	37	35
FBgn0001296	227	253
FBgn0001297	40	41
FBgn0001301	128	84
FBgn0001308	191	186
FBgn0001316	209	281
FBgn0001330	69	45
FBgn0001341	39	39
FBgn0001404	91	59
FBgn0001491	1051	986
FBgn0001565	143	101
FBgn0001612	57	56
FBgn0001624	106	155
FBgn0001941	305	373
FBgn0001942	7912	9650
FBgn0001961	361	368
FBgn0001965	27	23
FBgn0001977	205	234
FBgn0001978	277	350
FBgn0001986	124	106
FBgn0001987	223	64
FBgn0001989	916	1319
FBgn0001990	68	79
FBgn0001994	80	121
FBgn0001995	226	432
FBgn0002021	57	50
FBgn0002022	542	616
FBgn0002031	1177	1154
FBgn0002036	88	98
FBgn0002044	44	48
FBgn0002069	39	71
FBgn0002121	194	177
FBgn0002174	321	381
FBgn0002183	241	190
FBgn0002283	54	19
FBgn0002284	84	90
FBgn0002354	421	442
FBgn0002413	925	825
FBgn0002441	53	61
FBgn0002524	69	78
FBgn0002525	508	553
FBgn0002526	14	16
FBgn0002566	138	133
FBgn0002567	84	78
FBgn0002579	26036	26001
FBgn0002590	1288	1219
FBgn0002593	5720	7168
FBgn0002622	36381	25886
FBgn0002638	1488	1539
FBgn0002641	627	523
FBgn0002643	79	75
FBgn0002645	78	83
FBgn0002707	60	34
FBgn0002715	54	28
FBgn0002719	401	397
FBgn0002723	85	102
FBgn0002736	656	703
FBgn0002772	18	17
FBgn0002775	144	142
FBgn0002778	175	218
FBgn0002780	86	72
FBgn0002781	906	831
FBgn0002783	17	35
FBgn0002787	757	802
FBgn0002789	63	80
FBgn0002791	56	106
FBgn0002872	93	77
FBgn0002878	89	72
FBgn0002887	49	62
FBgn0002901	52	55
FBgn0002914	128	148
FBgn0002921	210	241
FBgn0002924	231	158
FBgn0002973	110	105
FBgn0002989	77	81
FBgn0003008	72	28
FBgn0003016	70	68
FBgn0003041	193	463
FBgn0003044	182	161
FBgn0003048	29	22
FBgn0003053	117	87
FBgn0003062	2194	2395
FBgn0003071	234	176
FBgn0003074	146	173
FBgn0003076	816	217
FBgn0003079	132	135
FBgn0003082	455	311
FBgn0003093	66	51
FBgn0003116	47	28
FBgn0003134	52	39
FBgn0003137	31	18
FBgn0003139	185	98
FBgn0003141	61	58
FBgn0003149	24	15
FBgn0003159	38	30
FBgn0003165	272	399
FBgn0003169	87	92
FBgn0003175	28	25
FBgn0003189	123	116
FBgn0003204	315	335
FBgn0003205	101	97
FBgn0003206	50	50
FBgn0003209	59	65
FBgn0003210	376	493
FBgn0003218	323	482
FBgn0003231	132	128
FBgn0003257	270	263
FBgn0003261	287	235
FBgn0003268	35	25
FBgn0003274	197476	174289
FBgn0003275	1570	1535
FBgn0003277	112	168
FBgn0003279	5310	5635
FBgn0003292	40	25
FBgn0003302	46	63
FBgn0003310	77	71
FBgn0003317	76	68
FBgn0003321	71	57
FBgn0003330	284	262
FBgn0003345	178	121
FBgn0003346	99	65
FBgn0003360	4540	4078
FBgn0003366	53	52
FBgn0003371	362	702
FBgn0003391	179	144
FBgn0003392	85	99
FBgn0003396	38	34
FBgn0003410	169	124
FBgn0003415	41	58
FBgn0003416	192	202
FBgn0003423	393	351
FBgn0003435	42	41
FBgn0003447	1407	1264
FBgn0003449	471	250
FBgn0003459	52	24
FBgn0003462	17365	19414
FBgn0003463	54	42
FBgn0003464	205	205
FBgn0003475	85	64
FBgn0003479	120	187
FBgn0003480	812	675
FBgn0003495	57	64
FBgn0003502	269	172
FBgn0003507	61	45
FBgn0003512	990	1231
FBgn0003514	137	152
FBgn0003517	1788	2111
FBgn0003520	103	89
FBgn0003527	55	156
FBgn0003557	28	32
FBgn0003567	180	169
FBgn0003575	41	41
FBgn0003598	33	62
FBgn0003607	486	486
FBgn0003612	129	100
FBgn0003638	107	150
FBgn0003656	57	51
FBgn0003660	402	202
FBgn0003676	1066	1204
FBgn0003687	34	52
FBgn0003714	3999	2975
FBgn0003716	79	78
FBgn0003721	466	402
FBgn0003742	80	131
FBgn0003748	89	74
FBgn0003862	59	65
FBgn0003870	43	58
FBgn0003882	38	25
FBgn0003884	1001	513
FBgn0003888	76	92
FBgn0003890	35	62
FBgn0003891	397	399
FBgn0003942	32005	22028
FBgn0003943	110	544
FBgn0003963	19	14
FBgn0003964	25	31
FBgn0003969	53	63
FBgn0003977	9	23
FBgn0003978	154	233
FBgn0004003	74	67
FBgn0004047	3716	2252
FBgn0004049	25	24
FBgn0004050	145	215
FBgn0004055	28	23
FBgn0004057	26	27
FBgn0004066	1426	1369
FBgn0004101	24	19
FBgn0004103	101	125
FBgn0004107	65	53
FBgn0004132	501	877
FBgn0004133	34	35
FBgn0004167	38	39
FBgn0004177	3821	5425
FBgn0004227	81	70
FBgn0004237	26	44
FBgn0004359	88	129
FBgn0004362	727	839
FBgn0004363	3598	13219
FBgn0004364	22	16
FBgn0004367	58	77
FBgn0004368	63	57
FBgn0004369	32	21
FBgn0004370	68	97
FBgn0004373	62	53
FBgn0004374	441	581
FBgn0004380	18	16
FBgn0004381	199	75
FBgn0004387	108	112
FBgn0004390	139	120
FBgn0004391	28	35
FBgn0004395	224	289
FBgn0004397	42	36
FBgn0004401	94	131
FBgn0004404	120	116
FBgn0004406	152	226
FBgn0004419	446	472
FBgn0004435	37	45
FBgn0004436	23	20
FBgn0004456	41	39
FBgn0004463	71	87
FBgn0004465	1310	1857
FBgn0004507	348	356
FBgn0004509	364	356
FBgn0004510	607	409
FBgn0004574	664	963
FBgn0004584	94	81
FBgn0004587	55	63
FBgn0004597	23	18
FBgn0004598	359	276
FBgn0004606	28	21
FBgn0004611	35	40
FBgn0004636	172	160
FBgn0004638	190	204
FBgn0004643	326	295
FBgn0004646	30	14
FBgn0004647	67	68
FBgn0004648	83	114
FBgn0004654	789	1096
FBgn0004655	31	40
FBgn0004656	138	127
FBgn0004657	82	100
FBgn0004687	539	439
FBgn0004698	96	104
FBgn0004795	291	261
FBgn0004811	325	655
FBgn0004828	8180	6150
FBgn0004832	278	179
FBgn0004837	17	16
FBgn0004838	4836	3981
FBgn0004855	159	55
FBgn0004856	1297	970
FBgn0004858	33	32
FBgn0004864	112	95
FBgn0004867	6525	5343
FBgn0004868	8633	3747
FBgn0004875	111	118
FBgn0004876	86	117
FBgn0004882	202	186
FBgn0004888	752	960
FBgn0004889	99	136
FBgn0004903	212	129
FBgn0004907	491	444
FBgn0004913	30	37
FBgn0004914	99	92
FBgn0004915	2159	1768
FBgn0004921	269	228
FBgn0004924	260	451
FBgn0004926	413	440
FBgn0004957	128	132
FBgn0005322	111	114
FBgn0005355	45	45
FBgn0005411	2666	4975
FBgn0005533	2925	2216
FBgn0005536	47	57
FBgn0005585	392	400
FBgn0005593	1394	1166
FBgn0005596	91	98
FBgn0005612	52	59
FBgn0005616	20	26
FBgn0005617	61	81
FBgn0005624	13	22
FBgn0005632	37	49
FBgn0005640	114	110
FBgn0005642	26	39
FBgn0005648	57	49
FBgn0005649	271	249
FBgn0005671	293	274
FBgn0005672	542	352
FBgn0005674	88	76
FBgn0005694	15	27
FBgn0005695	70	83
FBgn0005771	18	41
FBgn0008635	370	397
FBgn0010038	48	19
FBgn0010039	31	25
FBgn0010052	21	16
FBgn0010053	736	878
FBgn0010100	59	50
FBgn0010113	173	172
