geneID	DGRP.177	SP.159N
FBgn0000008	194	185
FBgn0000017	143	158
FBgn0000032	1109	1010
FBgn0000042	5426	5619
FBgn0000043	1646	1775
FBgn0000044	309	351
FBgn0000052	1908	1997
FBgn0000053	1584	1812
FBgn0000057	228	218
FBgn0000064	1140	1231
FBgn0000079	1465	610
FBgn0000083	1854	993
FBgn0000084	651	495
FBgn0000097	379	328
FBgn0000109	170	181
FBgn0000114	6054	6861
FBgn0000115	646	548
FBgn0000116	4418	1765
FBgn0000117	1850	1760
FBgn0000119	198	173
FBgn0000139	321	404
FBgn0000163	338	355
FBgn0000173	923	795
FBgn0000181	265	405
FBgn0000183	914	987
FBgn0000212	628	616
FBgn0000221	244	295
FBgn0000228	392	417
FBgn0000229	137	110
FBgn0000239	242	233
FBgn0000247	407	464
FBgn0000250	1663	1808
FBgn0000253	2612	2799
FBgn0000256	534	509
FBgn0000257	620	663
FBgn0000259	1017	1003
FBgn0000261	401	483
FBgn0000273	825	954
FBgn0000286	136	162
FBgn0000289	943	992
FBgn0000299	826	759
FBgn0000307	665	622
FBgn0000308	232	326
FBgn0000316	330	311
FBgn0000317	459	360
FBgn0000318	403	529
FBgn0000319	3310	3132
FBgn0000320	69	69
FBgn0000326	333	371
FBgn0000330	739	618
FBgn0000339	90	94
FBgn0000352	227	302
FBgn0000370	1164	1131
FBgn0000376	520	496
FBgn0000377	467	443
FBgn0000382	539	582
FBgn0000384	82	103
FBgn0000404	5024	4736
FBgn0000406	228	245
FBgn0000412	1384	1509
FBgn0000414	164	133
FBgn0000416	6773	6246
FBgn0000447	1017	978
FBgn0000454	12379	12599
FBgn0000455	460	512
FBgn0000463	395	380
FBgn0000473	648	825
FBgn0000479	496	512
FBgn0000482	395	338
FBgn0000489	142	306
FBgn0000499	643	598
FBgn0000524	267	310
FBgn0000536	228	221
FBgn0000543	946	911
FBgn0000547	825	863
FBgn0000562	1201	1065
FBgn0000565	500	339
FBgn0000566	1857	2360
FBgn0000568	603	724
FBgn0000575	362	421
FBgn0000578	520	438
FBgn0000579	10259	10422
FBgn0000581	720	679
FBgn0000588	383	447
FBgn0000611	645	535
FBgn0000617	452	453
FBgn0000629	1161	1101
FBgn0000636	260	218
FBgn0000662	448	546
FBgn0000667	609	647
FBgn0000709	543	568
FBgn0000711	334	347
FBgn0000719	282	308
FBgn0000721	2079	2293
FBgn0000996	1164	1192
FBgn0001079	279	231
FBgn0001084	180	122
FBgn0001087	712	677
FBgn0001091	3442	3776
FBgn0001092	4572	3552
FBgn0001098	2502	2752
FBgn0001104	1104	1123
FBgn0001105	740	754
FBgn0001108	1627	1678
FBgn0001122	143	115
FBgn0001124	2549	2191
FBgn0001125	4434	3824
FBgn0001128	840	890
FBgn0001133	775	521
FBgn0001139	1328	1308
FBgn0001142	1569	926
FBgn0001149	18340	21633
FBgn0001169	484	517
FBgn0001179	564	632
FBgn0001186	1232	1266
FBgn0001187	150	182
FBgn0001197	3835	3592
FBgn0001202	198	198
FBgn0001215	769	666
FBgn0001218	8894	9286
FBgn0001220	2681	2873
FBgn0001222	1404	1095
FBgn0001224	798	106
FBgn0001225	34404	34383
FBgn0001226	3419	3683
FBgn0001233	11709	11212
FBgn0001234	157	199
FBgn0001248	2937	2816
FBgn0001257	537	453
FBgn0001280	941	818
FBgn0001291	205	127
FBgn0001296	707	705
FBgn0001297	269	232
FBgn0001301	364	409
FBgn0001308	1982	2137
FBgn0001316	1658	1924
FBgn0001330	618	604
FBgn0001341	209	251
FBgn0001404	374	390
FBgn0001491	266	244
FBgn0001565	2321	2352
FBgn0001612	819	704
FBgn0001624	364	402
FBgn0001941	986	1085
FBgn0001942	18860	19925
FBgn0001961	582	587
FBgn0001965	212	173
FBgn0001977	451	516
FBgn0001978	2157	2640
FBgn0001986	545	634
FBgn0001987	368	218
FBgn0001989	1203	1142
FBgn0001990	514	569
FBgn0001994	1145	920
FBgn0001995	772	843
FBgn0002021	372	388
FBgn0002022	788	690
FBgn0002031	3716	3521
FBgn0002036	151	144
FBgn0002044	231	253
FBgn0002069	593	724
FBgn0002121	337	369
FBgn0002174	733	770
FBgn0002183	5557	4661
FBgn0002283	92	82
FBgn0002284	585	587
FBgn0002354	161	176
FBgn0002413	1792	1747
FBgn0002441	639	723
FBgn0002524	485	481
FBgn0002525	1087	897
FBgn0002526	343	388
FBgn0002566	185	218
FBgn0002567	639	638
FBgn0002579	13442	14042
FBgn0002590	6990	6693
FBgn0002593	40247	45163
FBgn0002622	21344	20437
FBgn0002638	3647	4141
FBgn0002641	480	426
FBgn0002643	370	357
FBgn0002645	166	147
FBgn0002707	617	577
FBgn0002715	296	397
FBgn0002719	2163	2434
FBgn0002723	184	171
FBgn0002736	1644	1351
FBgn0002772	57	59
FBgn0002775	595	646
FBgn0002778	729	782
FBgn0002780	1194	1093
FBgn0002781	1994	1972
FBgn0002783	327	354
FBgn0002787	2437	2655
FBgn0002789	220	219
FBgn0002791	484	473
FBgn0002872	1040	906
FBgn0002878	546	486
FBgn0002887	314	402
FBgn0002901	582	446
FBgn0002914	737	709
FBgn0002921	3205	3749
FBgn0002924	1446	1381
FBgn0002973	365	416
FBgn0002989	435	352
FBgn0003008	173	195
FBgn0003016	388	358
FBgn0003041	746	918
FBgn0003044	973	1109
FBgn0003048	251	206
FBgn0003053	597	495
FBgn0003062	2829	2413
FBgn0003071	1209	993
FBgn0003074	1228	1277
FBgn0003076	2077	1758
FBgn0003079	522	543
FBgn0003082	295	308
FBgn0003093	239	215
FBgn0003116	145	122
FBgn0003134	239	226
FBgn0003137	67	56
FBgn0003139	588	532
FBgn0003141	429	435
FBgn0003149	134	167
FBgn0003159	525	482
FBgn0003165	1075	1217
FBgn0003169	249	192
FBgn0003175	460	492
FBgn0003189	1227	1238
FBgn0003204	702	776
FBgn0003205	75	83
FBgn0003206	255	263
FBgn0003209	379	406
FBgn0003210	1385	1221
FBgn0003218	617	790
FBgn0003231	834	789
FBgn0003257	1113	832
FBgn0003261	1299	1257
FBgn0003268	389	358
FBgn0003274	67740	58779
FBgn0003275	331	318
FBgn0003277	683	641
FBgn0003279	62112	60650
FBgn0003292	134	186
FBgn0003302	141	78
FBgn0003310	574	491
FBgn0003317	167	185
FBgn0003321	322	300
FBgn0003330	393	400
FBgn0003345	380	244
FBgn0003346	939	1100
