geneID	DGRP.177	SP.159N
FBgn0000008	349	404
FBgn0000017	546	550
FBgn0000032	361	471
FBgn0000042	4664	4558
FBgn0000043	152	180
FBgn0000044	10929	9923
FBgn0000052	9716	8669
FBgn0000053	31596	33982
FBgn0000057	439	424
FBgn0000064	26546	22369
FBgn0000075	101	100
FBgn0000077	253	255
FBgn0000079	4114	6998
FBgn0000083	4093	2978
FBgn0000084	2084	1682
FBgn0000097	887	847
FBgn0000109	332	308
FBgn0000114	1858	2473
FBgn0000115	661	567
FBgn0000116	34165	23655
FBgn0000117	2193	2021
FBgn0000119	1115	1141
FBgn0000139	386	291
FBgn0000147	43	37
FBgn0000152	212	175
FBgn0000163	993	904
FBgn0000173	3668	4063
FBgn0000181	762	909
FBgn0000183	1756	1688
FBgn0000212	1027	1138
FBgn0000221	119	149
FBgn0000228	1005	953
FBgn0000229	3069	2843
FBgn0000239	315	436
FBgn0000247	1084	1074
FBgn0000250	1995	2211
FBgn0000253	64218	51614
FBgn0000256	1603	1562
FBgn0000257	500	510
FBgn0000259	1400	1386
FBgn0000261	3781	3876
FBgn0000273	8223	10201
FBgn0000286	878	968
FBgn0000289	1753	1701
FBgn0000299	2978	2382
FBgn0000307	913	879
FBgn0000308	2270	2748
FBgn0000316	277	264
FBgn0000317	1274	1131
FBgn0000318	846	804
FBgn0000319	5358	4679
FBgn0000320	490	518
FBgn0000326	874	866
FBgn0000330	480	506
FBgn0000339	502	475
FBgn0000352	435	526
FBgn0000370	5644	5644
FBgn0000376	419	441
FBgn0000377	393	381
FBgn0000382	3792	3504
FBgn0000384	172	216
FBgn0000394	372	439
FBgn0000404	53	72
FBgn0000406	31292	36849
FBgn0000412	1310	1446
FBgn0000414	2682	2101
FBgn0000416	17323	16301
FBgn0000447	361	379
FBgn0000454	2383	2372
FBgn0000455	967	1171
FBgn0000463	353	300
FBgn0000473	35108	44673
FBgn0000479	7114	7400
FBgn0000482	406	417
FBgn0000489	1578	2107
FBgn0000499	415	391
FBgn0000520	155	167
FBgn0000524	184	251
FBgn0000533	110	118
FBgn0000536	3302	3387
FBgn0000543	617	681
FBgn0000546	597	660
FBgn0000547	2398	2590
FBgn0000562	2071	1995
FBgn0000565	1641	947
FBgn0000566	2766	1457
FBgn0000568	4465	4540
FBgn0000575	2987	3010
FBgn0000578	1035	880
FBgn0000579	22609	23670
FBgn0000581	1332	1486
FBgn0000588	122	136
FBgn0000611	2012	2203
FBgn0000615	83	62
FBgn0000617	238	221
FBgn0000629	725	828
FBgn0000636	745	737
FBgn0000662	785	807
FBgn0000667	1839	2004
FBgn0000709	910	832
FBgn0000711	3713	2890
FBgn0000719	1291	1143
FBgn0000721	7793	7547
FBgn0000964	185	177
FBgn0000996	59	46
FBgn0001079	275	308
FBgn0001084	100	78
FBgn0001085	205	163
FBgn0001087	1165	1013
FBgn0001091	14919	14981
FBgn0001092	6481	5584
FBgn0001098	15811	14860
FBgn0001104	844	925
FBgn0001105	3732	3524
FBgn0001108	1477	1378
FBgn0001122	4301	4129
FBgn0001124	24384	16073
FBgn0001125	22023	18026
FBgn0001128	10930	9470
FBgn0001133	494	509
FBgn0001139	1376	1370
FBgn0001142	5987	2357
FBgn0001149	7029	8178
FBgn0001169	351	435
FBgn0001179	353	337
FBgn0001186	4347	4367
FBgn0001187	6328	6791
FBgn0001197	1277	1255
FBgn0001202	961	1121
FBgn0001215	1141	1091
FBgn0001218	11629	12287
FBgn0001220	5706	5712
FBgn0001222	1236	1163
FBgn0001224	222	229
FBgn0001225	172	480
FBgn0001226	35	46
FBgn0001233	1256	1248
FBgn0001234	1735	1766
FBgn0001248	11047	10900
FBgn0001257	646	517
FBgn0001280	589	490
FBgn0001291	263	322
FBgn0001296	638	696
FBgn0001297	2395	2164
