geneID	DGRP.177	SP.159N
FBgn0000008	335	304
FBgn0000017	541	634
FBgn0000018	59	58
FBgn0000028	404	4
FBgn0000032	130	130
FBgn0000036	1386	1547
FBgn0000038	5725	5796
FBgn0000042	6065	26
FBgn0000043	121	87
FBgn0000044	3473	3060
FBgn0000046	377	436
FBgn0000052	1670	1474
FBgn0000053	4844	5384
FBgn0000057	187	216
FBgn0000063	31	20
FBgn0000064	9869	8014
FBgn0000078	2967	1673
FBgn0000079	1153	2668
FBgn0000083	2043	1455
FBgn0000084	2274	10
FBgn0000097	452	430
FBgn0000109	99	76
FBgn0000114	905	1180
FBgn0000115	237	220
FBgn0000116	19990	14015
FBgn0000117	2721	8
FBgn0000119	703	689
FBgn0000139	178	112
FBgn0000163	1402	5
FBgn0000173	2688	18
FBgn0000179	966	8
FBgn0000181	415	482
FBgn0000183	932	1004
FBgn0000206	1335	1560
FBgn0000212	719	660
FBgn0000221	137	0
FBgn0000228	743	747
FBgn0000229	1247	1229
FBgn0000239	105	103
FBgn0000246	18	24
FBgn0000247	804	817
FBgn0000250	971	909
FBgn0000253	29919	25145
FBgn0000256	1258	1105
FBgn0000257	683	1
FBgn0000259	1287	11
FBgn0000261	1650	1837
FBgn0000273	4701	5665
FBgn0000286	527	551
FBgn0000287	515	469
FBgn0000289	1316	1303
FBgn0000299	1241	1111
FBgn0000307	629	614
FBgn0000308	968	1138
FBgn0000316	200	1
FBgn0000317	599	573
FBgn0000318	363	327
FBgn0000319	5061	23
FBgn0000320	434	364
FBgn0000326	333	334
FBgn0000330	562	1
FBgn0000339	193	180
FBgn0000346	9694	17
FBgn0000352	442	433
FBgn0000370	2432	2450
FBgn0000376	579	0
FBgn0000377	359	4
FBgn0000382	4497	30
FBgn0000384	83	84
FBgn0000395	156	185
FBgn0000404	23	16
FBgn0000406	4639	5395
FBgn0000411	175	144
FBgn0000412	816	826
FBgn0000414	2254	1832
FBgn0000416	4695	4397
FBgn0000422	3727	3711
FBgn0000447	171	174
FBgn0000454	1168	1186
FBgn0000455	414	531
FBgn0000459	767	6
FBgn0000463	177	159
FBgn0000473	9434	13581
FBgn0000479	8657	140
FBgn0000482	506	1
FBgn0000489	808	1219
FBgn0000490	241	267
FBgn0000499	618	2
FBgn0000524	139	4
FBgn0000527	186	164
FBgn0000536	2359	15
FBgn0000541	81	76
FBgn0000542	259	0
FBgn0000543	374	358
FBgn0000547	1563	1697
FBgn0000557	2378	2839
FBgn0000562	1171	1066
FBgn0000565	869	605
FBgn0000566	718	433
FBgn0000567	380	364
FBgn0000568	2823	3058
FBgn0000575	1835	1765
FBgn0000577	43	25
FBgn0000578	893	705
FBgn0000579	7953	8476
FBgn0000581	951	990
FBgn0000588	116	135
FBgn0000592	2878	1938
